날짜,미세먼지(PM-10),소음(db),습도(%),온도(℃),초미세먼지(PM-2.5),PM10단계,PM25단계
2018-07-20 17,75.17,51.04,44.07,34.7,51.68,보통,나쁨
2018-07-20 18,68.19,50.98,47.26,33.9,44.48,보통,나쁨
2018-07-20 19,52.98,51.24,50.79,32.9,31.06,보통,보통
2018-07-20 20,45.82,50.55,54.44,31.93,26.23,보통,보통
2018-07-20 21,40.81,50.28,57.68,31.04,23.63,보통,보통
2018-07-20 22,37.53,50.25,60.09,30.24,19.97,보통,보통
2018-07-20 23,33.44,49.83,62.83,29.38,18.6,보통,보통
2018-07-21 00,34.89,49.32,65.5,28.6,19.58,보통,보통
2018-07-21 01,33.32,48.64,67.74,28.0,20.73,보통,보통
2018-07-21 02,33.67,48.58,69.84,27.38,22.63,보통,보통
2018-07-21 03,34.6,48.39,71.64,26.89,21.98,보통,보통
2018-07-21 04,34.61,48.47,73.36,26.43,20.44,보통,보통
2018-07-21 05,40.06,49.66,74.94,26.02,24.68,보통,보통
2018-07-21 06,41.12,49.78,74.12,26.29,26.33,보통,보통
2018-07-21 07,44.6,50.1,68.66,27.77,28.1,보통,보통
2018-07-21 08,49.54,50.91,62.15,29.68,31.01,보통,보통
2018-07-21 09,51.99,51.44,53.88,32.02,38.36,보통,나쁨
2018-07-21 10,57.27,51.8,47.75,33.66,39.83,보통,나쁨
2018-07-21 11,66.91,51.74,41.63,35.06,45.2,보통,나쁨
2018-07-21 12,71.72,51.52,36.63,36.54,49.59,보통,나쁨
2018-07-21 13,73.8,51.42,31.0,37.79,49.4,보통,나쁨
2018-07-21 14,70.15,51.34,27.14,38.43,45.76,보통,나쁨
2018-07-21 15,67.75,50.92,26.7,38.5,41.41,보통,나쁨
2018-07-21 16,62.04,50.87,28.7,37.79,38.22,보통,나쁨
2018-07-21 17,67.36,50.95,23.86,36.98,45.19,보통,나쁨
2018-07-21 18,58.75,50.94,27.46,35.82,36.1,보통,나쁨
2018-07-21 19,43.35,51.14,38.34,34.24,21.57,보통,보통
2018-07-21 20,33.89,50.36,44.8,32.78,19.09,보통,보통
2018-07-21 21,34.37,50.17,47.89,31.63,17.29,보통,보통
2018-07-21 22,32.87,49.95,52.06,30.62,16.72,보통,보통
2018-07-21 23,28.93,49.68,55.4,29.79,15.91,좋음,좋음
2018-07-22 00,24.61,49.3,58.02,29.11,14.99,좋음,좋음
2018-07-22 01,22.5,48.98,60.8,28.57,13.74,좋음,좋음
2018-07-22 02,30.0,48.33,63.8,28.0,16.34,좋음,보통
2018-07-22 03,30.16,48.13,67.04,27.38,12.64,좋음,좋음
2018-07-22 04,30.94,48.32,69.68,26.88,12.62,좋음,좋음
2018-07-22 05,32.21,49.4,71.39,26.56,14.94,보통,좋음
2018-07-22 06,35.15,49.69,70.83,26.92,19.86,보통,보통
2018-07-22 07,36.43,49.87,65.91,28.34,20.47,보통,보통
2018-07-22 08,38.69,50.57,60.3,30.31,22.12,보통,보통
2018-07-22 09,41.92,51.0,55.21,32.25,24.54,보통,보통
2018-07-22 10,48.96,51.24,48.38,33.96,27.12,보통,보통
2018-07-22 11,50.23,51.03,40.85,35.62,27.65,보통,보통
2018-07-22 12,51.13,50.77,34.22,37.12,24.39,보통,보통
2018-07-22 13,49.11,50.9,29.75,38.14,21.37,보통,보통
2018-07-22 14,45.49,50.87,29.87,38.66,20.74,보통,보통
2018-07-22 15,41.35,51.27,29.55,39.17,21.4,보통,보통
2018-07-22 16,42.22,51.01,32.05,38.87,22.52,보통,보통
2018-07-22 17,42.95,50.66,33.64,37.67,25.49,보통,보통
2018-07-22 18,48.09,50.69,36.21,36.31,24.78,보통,보통
2018-07-22 19,49.92,51.25,39.73,35.29,27.1,보통,보통
2018-07-22 20,45.27,50.27,44.16,34.29,28.19,보통,보통
2018-07-22 21,36.63,49.96,46.3,33.56,21.17,보통,보통
2018-07-22 22,27.32,49.69,47.03,32.96,16.96,좋음,보통
2018-07-22 23,43.96,49.35,47.84,32.3,28.61,보통,보통
2018-07-23 00,41.48,48.97,48.27,31.82,27.84,보통,보통
2018-07-23 01,39.96,48.58,47.26,31.75,29.13,보통,보통
2018-07-23 02,41.84,48.0,46.37,31.66,30.21,보통,보통
2018-07-23 03,45.07,47.89,47.7,31.26,30.2,보통,보통
2018-07-23 04,42.83,48.15,50.34,30.96,29.91,보통,보통
2018-07-23 05,33.94,50.0,52.16,30.9,24.2,보통,보통
2018-07-23 06,27.49,49.97,53.73,31.03,14.38,좋음,좋음
2018-07-23 07,33.57,50.64,54.4,31.36,14.48,보통,좋음
2018-07-23 08,34.15,51.15,51.85,32.05,12.59,보통,좋음
2018-07-23 09,37.56,52.23,48.48,32.91,13.73,보통,좋음
2018-07-23 10,40.46,52.03,46.0,33.97,15.37,보통,좋음
2018-07-23 11,45.49,52.0,42.8,35.29,17.74,보통,보통
2018-07-23 12,46.86,51.6,41.63,35.79,18.47,보통,보통
2018-07-23 13,44.85,52.1,44.97,35.22,22.55,보통,보통
2018-07-23 14,52.1,51.94,43.56,35.84,28.8,보통,보통
2018-07-23 15,54.28,51.92,44.14,36.0,27.71,보통,보통
2018-07-23 16,56.67,51.77,46.43,35.83,26.84,보통,보통
2018-07-23 17,54.98,51.23,49.95,35.2,28.33,보통,보통
2018-07-23 18,52.43,51.06,53.75,34.38,27.49,보통,보통
2018-07-23 19,49.48,51.69,57.19,33.31,25.51,보통,보통
2018-07-23 20,43.89,50.55,59.02,32.35,21.57,보통,보통
2018-07-23 21,37.1,50.22,58.28,32.11,20.13,보통,보통
2018-07-23 22,35.77,49.89,57.98,31.79,17.35,보통,보통
2018-07-23 23,36.8,49.73,58.56,31.33,17.72,보통,보통
2018-07-24 00,37.38,49.13,60.01,30.83,19.49,보통,보통
2018-07-24 01,36.27,48.59,61.64,30.27,20.06,보통,보통
2018-07-24 02,35.54,48.22,63.06,29.75,22.06,보통,보통
2018-07-24 03,35.14,48.2,65.41,29.22,21.48,보통,보통
2018-07-24 04,37.62,48.39,67.65,28.82,18.94,보통,보통
2018-07-24 05,35.99,50.42,68.71,28.54,15.68,보통,좋음
2018-07-24 06,38.2,50.68,68.58,28.85,19.71,보통,보통
2018-07-24 07,42.34,51.02,64.4,30.32,24.19,보통,보통
2018-07-24 08,41.21,51.78,60.25,32.15,24.68,보통,보통
2018-07-24 09,44.68,52.29,55.76,33.77,26.57,보통,보통
2018-07-24 10,51.79,52.29,48.29,35.24,28.87,보통,보통
2018-07-24 11,55.87,51.98,45.05,36.25,28.83,보통,보통
2018-07-24 12,60.77,51.8,43.27,36.87,33.52,보통,보통
2018-07-24 13,62.12,51.69,42.7,36.97,34.03,보통,보통
2018-07-24 14,60.06,51.58,44.78,36.38,31.3,보통,보통
2018-07-24 15,60.23,51.36,49.92,35.52,36.71,보통,나쁨
2018-07-24 16,62.58,51.83,53.48,35.04,39.28,보통,나쁨
2018-07-24 17,65.12,51.47,53.91,35.15,42.92,보통,나쁨
2018-07-24 18,70.4,51.64,53.35,34.87,47.7,보통,나쁨
2018-07-24 19,64.59,52.27,54.37,34.05,44.46,보통,나쁨
2018-07-24 20,59.7,50.84,56.41,33.02,39.08,보통,나쁨
2018-07-24 21,55.68,50.56,58.69,32.47,35.83,보통,보통
2018-07-24 22,53.68,50.42,60.32,31.97,34.95,보통,보통
2018-07-24 23,53.58,49.86,62.2,31.5,36.05,보통,나쁨
2018-07-25 00,45.43,49.26,61.77,31.19,28.37,보통,보통
2018-07-25 01,32.73,48.96,60.43,30.73,20.81,보통,보통
2018-07-25 02,40.99,48.44,61.69,30.7,26.89,보통,보통
2018-07-25 03,34.49,48.02,63.05,30.56,21.83,보통,보통
2018-07-25 04,38.46,48.28,66.2,30.1,21.67,보통,보통
2018-07-25 05,41.89,50.56,67.64,29.84,20.94,보통,보통
2018-07-25 06,47.43,50.75,67.55,29.99,24.01,보통,보통
2018-07-25 07,48.04,50.72,66.81,30.12,28.72,보통,보통
2018-07-25 08,43.94,51.46,62.28,30.5,24.71,보통,보통
2018-07-25 09,43.49,52.48,59.08,31.36,21.94,보통,보통
2018-07-25 10,44.33,52.63,54.34,32.68,22.46,보통,보통
2018-07-25 11,44.11,52.51,54.77,32.63,23.17,보통,보통
2018-07-25 12,44.38,52.45,52.57,33.3,26.22,보통,보통
2018-07-25 13,47.29,52.2,49.91,34.13,27.66,보통,보통
2018-07-25 14,49.24,52.36,49.36,34.43,25.93,보통,보통
2018-07-25 15,51.38,52.58,49.92,34.6,30.78,보통,보통
2018-07-25 16,55.05,51.84,49.52,34.74,34.12,보통,보통
2018-07-25 17,53.38,51.38,51.27,34.29,30.91,보통,보통
2018-07-25 18,49.82,51.32,53.6,33.53,26.18,보통,보통
2018-07-25 19,51.11,52.25,58.4,32.67,28.32,보통,보통
2018-07-25 20,51.67,50.78,62.57,31.75,29.3,보통,보통
2018-07-25 21,51.42,50.4,64.2,31.14,26.97,보통,보통
2018-07-25 22,50.52,50.14,65.04,30.69,25.28,보통,보통
2018-07-25 23,49.53,49.72,66.65,30.15,24.76,보통,보통
2018-07-26 00,46.9,49.43,68.01,29.75,28.78,보통,보통
2018-07-26 01,45.89,48.95,70.22,29.41,28.79,보통,보통
2018-07-26 02,46.5,48.38,70.99,29.32,26.08,보통,보통
2018-07-26 03,48.73,48.21,73.17,29.04,24.85,보통,보통
2018-07-26 04,47.7,48.33,73.28,28.91,26.26,보통,보통
2018-07-26 05,46.78,50.64,73.99,28.65,28.96,보통,보통
2018-07-26 06,45.98,50.55,73.26,28.68,27.24,보통,보통
2018-07-26 07,48.48,50.26,72.11,28.96,29.34,보통,보통
2018-07-26 08,53.22,51.28,70.73,29.38,30.28,보통,보통
2018-07-26 09,55.24,52.43,68.04,30.1,31.46,보통,보통
2018-07-26 10,54.73,52.72,63.61,31.2,30.56,보통,보통
2018-07-26 11,56.74,52.94,60.46,31.95,31.49,보통,보통
2018-07-26 12,57.5,52.34,54.51,33.47,32.87,보통,보통
2018-07-26 13,59.95,52.53,51.73,34.41,33.72,보통,보통
2018-07-26 14,60.35,52.08,51.36,34.52,36.46,보통,나쁨
2018-07-26 15,62.42,52.39,53.0,34.15,36.0,보통,나쁨
2018-07-26 16,67.62,52.09,56.82,33.67,41.25,보통,나쁨
2018-07-26 17,68.24,52.05,56.94,33.76,45.62,보통,나쁨
2018-07-26 18,72.89,51.52,57.72,33.43,48.75,보통,나쁨
2018-07-26 19,69.93,52.24,59.69,32.75,41.25,보통,나쁨
2018-07-26 20,61.02,50.51,62.12,32.1,38.95,보통,나쁨
2018-07-26 21,60.16,50.25,65.71,31.55,41.12,보통,나쁨
2018-07-26 22,60.69,50.12,69.26,30.96,38.01,보통,나쁨
2018-07-26 23,53.69,49.73,71.77,30.45,34.25,보통,보통
2018-07-27 00,51.62,49.14,72.22,30.03,31.76,보통,보통
2018-07-27 01,53.64,48.75,72.73,29.62,31.66,보통,보통
2018-07-27 02,55.96,48.35,74.34,29.25,35.85,보통,보통
2018-07-27 03,51.67,48.34,75.04,29.06,33.91,보통,보통
2018-07-27 04,47.55,48.22,75.56,28.94,31.84,보통,보통
2018-07-27 05,46.97,50.55,76.69,28.72,29.16,보통,보통
2018-07-27 06,50.3,51.02,75.8,28.96,28.53,보통,보통
2018-07-27 07,54.24,51.49,71.63,30.06,32.96,보통,보통
2018-07-27 08,57.99,52.11,66.24,31.45,38.43,보통,나쁨
2018-07-27 09,61.12,52.98,60.4,32.84,39.42,보통,나쁨
2018-07-27 10,60.86,52.75,56.11,33.94,37.64,보통,나쁨
2018-07-27 11,63.63,52.86,52.39,34.82,39.44,보통,나쁨
2018-07-27 12,69.08,52.36,47.15,36.16,41.52,보통,나쁨
2018-07-27 13,66.03,52.13,47.12,36.36,41.96,보통,나쁨
2018-07-27 14,64.14,51.43,51.51,35.44,42.22,보통,나쁨
2018-07-27 15,69.03,52.59,54.93,34.95,46.72,보통,나쁨
2018-07-27 16,78.49,52.14,50.99,35.73,55.49,보통,나쁨
2018-07-27 17,76.69,51.68,52.18,35.39,52.89,보통,나쁨
2018-07-27 18,65.19,51.11,54.97,34.73,47.21,보통,나쁨
2018-07-27 19,54.94,51.89,61.59,33.6,35.21,보통,보통
2018-07-27 20,49.26,50.09,65.71,32.69,30.23,보통,보통
2018-07-27 21,47.17,49.82,67.15,32.32,28.29,보통,보통
2018-07-27 22,46.48,49.78,69.09,31.83,25.88,보통,보통
2018-07-27 23,42.93,49.54,70.96,31.42,29.38,보통,보통
2018-07-28 00,33.08,48.09,73.79,31.23,23.9,보통,보통
2018-07-28 01,32.77,47.63,75.08,30.97,21.47,보통,보통
2018-07-28 02,33.91,47.9,76.14,30.5,22.22,보통,보통
2018-07-28 03,40.84,48.43,76.52,30.13,26.47,보통,보통
2018-07-28 04,38.1,48.41,77.91,29.79,23.73,보통,보통
2018-07-28 05,38.31,50.76,78.64,29.66,23.55,보통,보통
2018-07-28 06,46.84,50.95,78.49,29.86,31.02,보통,보통
2018-07-28 07,53.99,51.64,75.13,30.77,32.73,보통,보통
2018-07-28 08,49.78,52.12,69.51,32.19,31.45,보통,보통
2018-07-28 09,33.8,52.63,62.07,33.55,19.35,보통,보통
2018-07-28 10,39.4,52.72,55.45,34.97,24.3,보통,보통
2018-07-28 11,52.1,52.45,51.49,35.94,35.59,보통,보통
2018-07-28 12,51.34,52.19,49.34,36.6,36.13,보통,나쁨
2018-07-28 13,50.61,50.76,56.7,34.85,34.43,보통,보통
2018-07-28 14,48.9,51.41,66.38,32.59,29.45,보통,보통
2018-07-28 15,48.73,51.04,63.08,33.25,29.99,보통,보통
2018-07-28 16,41.28,51.65,64.28,32.89,32.19,보통,보통
2018-07-28 17,40.79,51.9,66.04,32.38,28.77,보통,보통
2018-07-28 18,37.52,51.44,69.34,31.82,25.02,보통,보통
2018-07-28 19,38.72,52.27,66.63,31.36,29.19,보통,보통
2018-07-28 20,39.12,50.58,66.78,31.25,24.67,보통,보통
2018-07-28 21,39.35,50.4,66.94,30.92,23.54,보통,보통
2018-07-28 22,38.07,50.33,64.53,31.0,25.69,보통,보통
2018-07-28 23,36.16,49.82,66.5,30.61,24.54,보통,보통
2018-07-29 00,28.8,49.64,69.22,30.07,18.58,좋음,보통
2018-07-29 01,24.74,49.08,70.66,29.51,16.99,좋음,보통
2018-07-29 02,33.57,48.36,70.87,29.11,22.26,보통,보통
2018-07-29 03,33.7,48.3,72.67,28.72,19.84,보통,보통
2018-07-29 04,33.99,48.26,73.15,28.38,22.43,보통,보통
2018-07-29 05,32.98,50.23,73.25,28.15,24.63,보통,보통
2018-07-29 06,32.37,50.57,72.27,28.29,26.13,보통,보통
2018-07-29 07,32.56,51.42,66.84,29.55,22.31,보통,보통
2018-07-29 08,26.29,51.82,60.29,31.28,16.71,좋음,보통
2018-07-29 09,19.71,52.27,52.65,32.94,11.05,좋음,좋음
2018-07-29 10,31.96,51.83,46.3,34.07,16.19,보통,보통
2018-07-29 11,31.29,51.9,44.58,34.71,16.44,보통,보통
2018-07-29 12,31.32,51.4,41.37,35.72,19.66,보통,보통
2018-07-29 13,33.66,51.7,38.86,36.33,17.7,보통,보통
2018-07-29 14,36.96,51.71,37.46,36.61,19.3,보통,보통
2018-07-29 15,37.17,51.75,35.04,36.6,23.12,보통,보통
2018-07-29 16,36.25,51.88,33.23,36.94,22.28,보통,보통
2018-07-29 17,39.58,51.46,36.15,36.29,23.19,보통,보통
2018-07-29 18,37.83,51.14,39.28,35.08,24.59,보통,보통
2018-07-29 19,34.1,51.73,42.26,33.79,17.81,보통,보통
2018-07-29 20,31.75,50.2,42.81,32.92,13.63,보통,좋음
2018-07-29 21,34.49,50.09,39.75,32.62,13.24,보통,좋음
2018-07-29 22,30.85,49.83,40.52,31.93,12.93,좋음,좋음
2018-07-29 23,25.91,49.59,45.34,31.06,14.63,좋음,좋음
2018-07-30 00,22.31,48.9,49.07,30.36,14.72,좋음,좋음
2018-07-30 01,20.34,48.41,51.64,29.84,12.67,좋음,좋음
2018-07-30 02,20.24,48.15,53.48,29.0,14.2,좋음,좋음
2018-07-30 03,20.67,48.12,55.07,28.54,13.33,좋음,좋음
2018-07-30 04,21.06,48.6,56.44,28.12,11.09,좋음,좋음
2018-07-30 05,24.93,50.98,58.27,27.75,11.99,좋음,좋음
2018-07-30 06,25.41,51.61,58.82,27.96,12.56,좋음,좋음
2018-07-30 07,25.72,51.91,57.73,28.95,11.35,좋음,좋음
2018-07-30 08,22.98,52.35,55.49,30.32,10.79,좋음,좋음
2018-07-30 09,21.38,53.19,51.84,32.04,9.9,좋음,좋음
2018-07-30 10,22.69,53.45,48.37,33.56,7.39,좋음,좋음
2018-07-30 11,21.92,52.49,44.6,34.7,6.55,좋음,좋음
2018-07-30 12,19.35,52.2,41.72,35.73,4.53,좋음,좋음
2018-07-30 13,16.81,52.49,40.52,36.23,2.79,좋음,좋음
2018-07-30 14,21.77,52.39,38.52,37.01,2.51,좋음,좋음
2018-07-30 15,21.75,51.98,37.67,37.4,4.99,좋음,좋음
2018-07-30 16,21.88,51.77,36.94,37.73,10.28,좋음,좋음
2018-07-30 17,23.27,51.24,38.24,37.19,11.12,좋음,좋음
2018-07-30 18,24.53,51.79,39.87,36.57,10.02,좋음,좋음
2018-07-30 19,21.95,52.11,42.78,35.6,10.39,좋음,좋음
2018-07-30 20,21.03,50.49,45.29,34.67,8.61,좋음,좋음
2018-07-30 21,17.33,50.22,46.25,34.08,8.02,좋음,좋음
2018-07-30 22,16.49,50.06,47.73,33.44,7.95,좋음,좋음
2018-07-30 23,17.33,49.75,49.49,32.75,8.98,좋음,좋음
2018-07-31 00,18.02,49.33,52.51,31.74,11.6,좋음,좋음
2018-07-31 01,16.27,48.66,54.01,31.18,11.76,좋음,좋음
2018-07-31 02,17.87,48.21,55.08,30.72,11.1,좋음,좋음
2018-07-31 03,20.61,47.97,56.54,30.21,10.0,좋음,좋음
2018-07-31 04,21.09,48.36,57.74,29.76,11.6,좋음,좋음
2018-07-31 05,21.67,50.91,58.95,29.27,11.49,좋음,좋음
2018-07-31 06,24.1,51.25,57.87,29.37,7.47,좋음,좋음
2018-07-31 07,23.41,51.48,54.73,30.26,10.81,좋음,좋음
2018-07-31 08,22.73,52.42,50.08,31.5,16.71,좋음,보통
2018-07-31 09,23.07,53.08,45.56,32.92,11.51,좋음,좋음
2018-07-31 10,36.25,53.0,41.66,34.29,14.43,보통,좋음
2018-07-31 11,35.53,52.36,41.04,35.48,13.96,보통,좋음
2018-07-31 12,37.39,52.08,39.15,36.54,17.17,보통,보통
2018-07-31 13,40.25,52.19,36.43,37.38,22.55,보통,보통
2018-07-31 14,43.08,52.11,34.41,37.95,27.68,보통,보통
2018-07-31 15,41.33,51.85,32.25,38.44,18.46,보통,보통
2018-07-31 16,40.86,51.66,31.34,38.5,21.58,보통,보통
2018-07-31 17,40.35,51.58,36.05,37.61,22.72,보통,보통
2018-07-31 18,42.52,51.19,41.75,36.51,22.2,보통,보통
2018-07-31 19,41.74,52.04,45.4,35.28,20.62,보통,보통
2018-07-31 20,37.82,50.47,46.2,34.53,20.18,보통,보통
2018-07-31 21,36.79,50.31,46.71,34.13,18.79,보통,보통
2018-07-31 22,35.07,50.09,47.31,33.77,19.79,보통,보통
2018-07-31 23,32.83,49.74,51.55,32.88,20.08,보통,보통
2018-08-01 00,31.63,49.41,54.8,32.22,18.31,보통,보통
2018-08-01 01,31.51,49.24,57.19,31.62,23.9,보통,보통
2018-08-01 02,31.41,48.44,60.3,30.96,22.14,보통,보통
2018-08-01 03,33.06,48.11,63.13,30.41,19.41,보통,보통
2018-08-01 04,34.59,48.43,65.77,29.88,22.92,보통,보통
2018-08-01 05,35.01,50.95,68.11,29.36,20.42,보통,보통
2018-08-01 06,39.82,51.08,68.09,29.53,25.04,보통,보통
2018-08-01 07,43.3,51.67,64.19,30.82,25.85,보통,보통
2018-08-01 08,34.73,52.36,56.01,32.97,20.54,보통,보통
2018-08-01 09,33.07,52.77,49.32,34.92,16.84,보통,보통
2018-08-01 10,55.82,52.71,42.91,36.59,27.07,보통,보통
2018-08-01 11,57.16,52.31,37.23,38.02,28.9,보통,보통
2018-08-01 12,57.02,52.04,33.54,39.33,27.62,보통,보통
2018-08-01 13,53.66,51.82,30.86,40.25,28.97,보통,보통
2018-08-01 14,52.48,51.79,29.7,40.76,31.52,보통,보통
2018-08-01 15,53.61,51.73,26.72,41.48,33.22,보통,보통
2018-08-01 16,56.18,51.14,29.2,40.77,31.44,보통,보통
2018-08-01 17,60.11,51.07,37.35,39.65,31.35,보통,보통
2018-08-01 18,55.03,51.22,45.0,38.11,29.1,보통,보통
2018-08-01 19,51.43,51.73,55.4,36.39,27.09,보통,보통
2018-08-01 20,52.83,50.33,58.18,35.55,25.34,보통,보통
2018-08-01 21,50.72,50.04,59.26,35.12,24.87,보통,보통
2018-08-01 22,50.87,49.98,60.67,34.74,29.46,보통,보통
2018-08-01 23,51.18,49.51,62.4,34.26,32.18,보통,보통
2018-08-02 00,51.6,49.38,64.1,33.75,28.03,보통,보통
2018-08-02 01,51.48,48.67,67.17,33.09,28.06,보통,보통
2018-08-02 02,42.33,48.37,68.13,32.7,27.21,보통,보통
2018-08-02 03,25.86,47.84,62.36,32.54,14.89,좋음,좋음
2018-08-02 04,20.63,48.13,55.82,32.39,11.9,좋음,좋음
2018-08-02 05,18.99,50.29,55.45,31.96,10.96,좋음,좋음
2018-08-02 06,29.1,50.57,54.87,31.81,16.72,좋음,보통
2018-08-02 07,50.12,50.76,51.99,32.57,28.71,보통,보통
2018-08-02 08,51.79,51.63,48.34,33.58,29.77,보통,보통
2018-08-02 09,49.78,51.93,44.74,35.01,27.86,보통,보통
2018-08-02 10,37.13,51.74,42.72,36.24,19.98,보통,보통
2018-08-02 11,37.03,51.37,40.84,37.26,20.19,보통,보통
2018-08-02 12,50.06,51.23,39.03,38.24,26.62,보통,보통
2018-08-02 13,42.55,51.36,38.13,38.92,24.93,보통,보통
2018-08-02 14,54.56,51.06,37.77,39.21,32.56,보통,보통
2018-08-02 15,26.33,51.26,40.67,38.58,15.1,좋음,좋음
2018-08-02 16,41.98,51.23,41.8,38.68,26.8,보통,보통
2018-08-02 17,69.79,51.04,42.64,38.6,47.74,보통,나쁨
2018-08-02 18,69.86,50.67,46.43,37.54,48.4,보통,나쁨
2018-08-02 19,67.96,51.14,49.18,36.62,48.35,보통,나쁨
2018-08-02 20,71.33,49.7,51.73,35.81,50.8,보통,나쁨
2018-08-02 21,78.43,49.31,54.8,35.24,52.98,보통,나쁨
2018-08-02 22,78.11,49.31,56.77,34.78,52.53,보통,나쁨
2018-08-02 23,78.36,48.93,58.78,34.31,55.94,보통,나쁨
2018-08-03 00,79.92,48.71,61.65,33.7,56.0,보통,나쁨
2018-08-03 01,79.6,48.44,64.31,33.22,58.57,보통,나쁨
2018-08-03 02,76.33,48.14,66.13,32.69,59.34,보통,나쁨
2018-08-03 03,78.88,48.23,67.31,32.25,59.2,보통,나쁨
2018-08-03 04,78.99,48.18,65.91,32.04,60.22,보통,나쁨
2018-08-03 05,71.5,50.34,63.65,31.86,52.89,보통,나쁨
2018-08-03 06,58.3,50.28,62.23,31.9,44.63,보통,나쁨
2018-08-03 07,49.17,51.08,59.83,32.47,38.44,보통,나쁨
2018-08-03 08,42.76,51.85,54.42,33.96,31.26,보통,보통
2018-08-03 09,37.61,52.28,48.2,35.51,23.36,보통,보통
2018-08-03 10,55.6,52.35,44.18,36.73,38.63,보통,나쁨
2018-08-03 11,58.79,52.03,41.19,37.76,40.02,보통,나쁨
2018-08-03 12,59.36,51.43,40.22,38.27,35.81,보통,보통
2018-08-03 13,66.6,51.38,38.69,38.87,41.7,보통,나쁨
2018-08-03 14,68.11,51.38,39.67,38.74,42.33,보통,나쁨
2018-08-03 15,65.54,51.39,43.26,38.1,41.5,보통,나쁨
2018-08-03 16,77.03,51.23,44.15,37.65,48.23,보통,나쁨
2018-08-03 17,82.26,50.95,45.57,36.71,55.16,나쁨,나쁨
2018-08-03 18,69.47,50.81,50.27,35.47,47.88,보통,나쁨
2018-08-03 19,53.94,51.37,53.63,34.44,35.48,보통,보통
2018-08-03 20,50.96,49.74,54.63,33.78,32.67,보통,보통
2018-08-03 21,45.98,49.53,56.71,32.88,33.85,보통,보통
2018-08-03 22,46.51,49.45,52.65,32.52,30.56,보통,보통
2018-08-03 23,40.24,49.18,54.52,32.32,25.09,보통,보통
2018-08-04 00,33.82,48.94,55.77,31.96,21.76,보통,보통
2018-08-04 01,37.27,48.95,56.32,31.76,24.32,보통,보통
2018-08-04 02,37.3,48.44,55.07,31.84,24.11,보통,보통
2018-08-04 03,34.17,48.36,54.98,31.7,17.87,보통,보통
2018-08-04 04,33.42,48.43,56.99,31.26,19.61,보통,보통
2018-08-04 05,33.61,50.06,57.91,30.95,23.44,보통,보통
2018-08-04 06,28.11,50.15,59.02,31.11,17.22,좋음,보통
2018-08-04 07,29.27,50.86,57.65,31.87,15.48,좋음,좋음
2018-08-04 08,38.78,52.41,55.64,32.64,21.69,보통,보통
2018-08-04 09,39.4,52.71,53.02,33.6,25.0,보통,보통
2018-08-04 10,43.88,52.83,51.33,34.12,23.27,보통,보통
2018-08-04 11,45.2,52.36,50.38,34.64,26.48,보통,보통
2018-08-04 12,50.82,52.04,50.13,34.88,33.38,보통,보통
2018-08-04 13,54.47,52.4,48.02,35.45,38.69,보통,나쁨
2018-08-04 14,50.87,52.32,48.3,35.31,35.17,보통,보통
2018-08-04 15,49.74,52.06,45.56,35.66,28.57,보통,보통
2018-08-04 16,44.09,51.59,44.72,35.68,20.44,보통,보통
2018-08-04 17,36.69,50.99,47.11,34.9,18.87,보통,보통
2018-08-04 18,33.9,50.76,51.17,33.84,17.74,보통,보통
2018-08-04 19,34.96,51.47,55.47,32.64,18.09,보통,보통
2018-08-04 20,35.4,49.84,57.98,31.9,16.63,보통,보통
2018-08-04 21,37.8,49.72,61.83,31.18,19.18,보통,보통
2018-08-04 22,36.88,49.61,64.18,30.73,21.14,보통,보통
2018-08-04 23,38.13,49.21,65.93,30.37,21.41,보통,보통
2018-08-05 00,37.31,48.87,67.38,30.02,22.89,보통,보통
2018-08-05 01,39.77,48.62,68.7,29.69,26.4,보통,보통
2018-08-05 02,39.87,48.45,69.32,29.48,27.19,보통,보통
2018-08-05 03,38.8,48.19,70.44,29.31,25.79,보통,보통
2018-08-05 04,39.25,48.42,70.41,29.49,24.89,보통,보통
2018-08-05 05,38.96,49.67,70.63,29.57,22.28,보통,보통
2018-08-05 06,37.21,49.67,72.93,29.41,20.7,보통,보통
2018-08-05 07,32.8,50.45,71.89,29.82,18.74,보통,보통
2018-08-05 08,32.39,50.64,67.4,30.63,18.49,보통,보통
2018-08-05 09,34.96,52.2,60.3,32.27,21.29,보통,보통
2018-08-05 10,42.75,52.03,55.22,33.39,26.58,보통,보통
2018-08-05 11,43.25,51.68,50.97,34.41,25.7,보통,보통
2018-08-05 12,41.38,51.51,49.16,35.18,25.09,보통,보통
2018-08-05 13,39.67,51.4,50.87,35.08,22.2,보통,보통
2018-08-05 14,37.91,51.68,52.5,34.78,25.53,보통,보통
2018-08-05 15,39.37,51.47,53.55,34.65,26.35,보통,보통
2018-08-05 16,40.34,51.57,55.03,34.29,25.12,보통,보통
2018-08-05 17,41.53,51.16,57.16,33.71,25.07,보통,보통
