날짜,미세먼지(PM-10),소음(db),온도(℃),습도(%),초미세먼지(PM-2.5),PM10단계,PM25단계
2018-08-02 14,44.21,54.01,38.17,40.3,29.36,보통,보통
2018-08-02 15,26.59,54.29,38.33,40.26,15.33,좋음,좋음
2018-08-02 16,39.8,54.27,38.38,41.24,26.77,보통,보통
2018-08-02 17,66.66,54.29,38.05,42.42,49.44,보통,나쁨
2018-08-02 18,64.6,54.35,37.04,45.06,47.77,보통,나쁨
2018-08-02 19,54.91,53.93,35.79,49.9,39.76,보통,나쁨
2018-08-02 20,53.82,53.6,35.05,54.19,38.02,보통,나쁨
2018-08-02 21,58.47,53.47,34.55,58.01,40.42,보통,나쁨
2018-08-02 22,72.55,53.18,34.12,59.05,51.69,보통,나쁨
2018-08-02 23,83.25,52.75,33.81,59.81,63.43,나쁨,나쁨
2018-08-03 00,77.79,51.75,33.39,61.9,61.9,보통,나쁨
2018-08-03 01,75.02,51.09,33.07,63.18,54.87,보통,나쁨
2018-08-03 02,80.51,50.57,32.85,64.37,61.75,보통,나쁨
2018-08-03 03,82.27,50.25,32.67,65.3,67.03,나쁨,나쁨
2018-08-03 04,78.73,50.58,32.3,65.96,63.77,보통,나쁨
2018-08-03 05,74.07,52.28,32.26,63.12,56.73,보통,나쁨
2018-08-03 06,70.67,53.28,32.5,58.82,53.55,보통,나쁨
2018-08-03 07,61.01,53.86,33.18,54.86,48.2,보통,나쁨
2018-08-03 08,49.18,54.06,34.17,51.08,37.17,보통,나쁨
2018-08-03 09,30.82,54.18,35.2,46.84,19.86,좋음,보통
2018-08-03 10,49.63,54.15,36.35,43.61,34.16,보통,보통
2018-08-03 11,48.86,54.15,37.37,41.22,33.82,보통,보통
2018-08-03 12,49.9,54.26,37.77,40.58,35.75,보통,보통
2018-08-03 13,53.0,54.13,38.09,40.49,38.1,보통,나쁨
2018-08-03 14,57.23,54.11,38.29,41.55,42.27,보통,나쁨
2018-08-03 15,63.88,54.02,37.68,42.82,47.92,보통,나쁨
2018-08-03 16,71.43,54.04,37.06,43.69,51.24,보통,나쁨
2018-08-03 17,71.58,54.2,36.23,46.35,51.63,보통,나쁨
2018-08-03 18,63.52,54.04,35.21,47.47,46.33,보통,나쁨
2018-08-03 19,51.8,54.04,34.02,52.57,36.08,보통,나쁨
2018-08-03 20,46.61,53.58,32.95,56.29,32.09,보통,보통
2018-08-03 21,43.89,53.52,32.23,57.93,30.21,보통,보통
2018-08-03 22,40.68,53.28,32.06,55.85,27.43,보통,보통
2018-08-03 23,38.25,52.9,32.03,54.64,27.03,보통,보통
2018-08-04 00,34.65,51.88,31.78,56.44,24.95,보통,보통
2018-08-04 01,33.97,51.35,31.73,55.53,25.99,보통,보통
2018-08-04 02,33.02,50.94,31.68,54.45,25.15,보통,보통
2018-08-04 03,31.67,50.45,31.38,55.06,23.41,보통,보통
2018-08-04 04,31.42,50.54,30.98,57.13,22.54,보통,보통
2018-08-04 05,30.88,51.78,30.81,58.21,23.11,좋음,보통
2018-08-04 06,28.7,52.7,30.98,58.38,21.1,좋음,보통
2018-08-04 07,28.46,53.04,31.65,58.23,18.21,좋음,보통
2018-08-04 08,41.03,53.47,32.21,57.45,28.44,보통,보통
2018-08-04 09,42.77,53.7,33.16,54.86,28.0,보통,보통
2018-08-04 10,46.1,53.95,33.9,52.94,30.01,보통,보통
2018-08-04 11,48.77,54.19,34.04,52.8,33.27,보통,보통
2018-08-04 12,50.61,54.31,34.68,50.11,35.04,보통,보통
2018-08-04 13,51.18,54.55,34.95,49.15,34.51,보통,보통
2018-08-04 14,49.0,54.86,35.23,47.93,32.42,보통,보통
2018-08-04 15,41.77,55.27,35.29,46.99,28.41,보통,보통
2018-08-04 16,38.67,55.93,35.23,45.86,23.9,보통,보통
2018-08-04 17,34.07,55.83,34.7,47.02,20.93,보통,보통
2018-08-04 18,34.12,55.28,33.62,50.04,21.15,보통,보통
2018-08-04 19,32.74,54.73,32.14,55.65,21.04,보통,보통
2018-08-04 20,35.07,53.78,31.0,62.06,23.08,보통,보통
2018-08-04 21,35.62,53.24,30.33,65.65,24.95,보통,보통
2018-08-04 22,37.97,52.84,30.03,68.44,26.62,보통,보통
2018-08-04 23,43.44,52.37,29.6,72.88,28.3,보통,보통
2018-08-05 00,42.69,51.59,29.24,74.52,25.69,보통,보통
2018-08-05 01,43.97,50.9,28.91,75.98,26.56,보통,보통
2018-08-05 02,44.16,50.5,28.77,76.27,26.97,보통,보통
2018-08-05 03,42.66,49.99,28.72,76.73,27.22,보통,보통
2018-08-05 04,43.14,49.95,28.73,76.76,27.87,보통,보통
2018-08-05 05,42.19,51.01,28.75,76.97,26.65,보통,보통
2018-08-05 06,40.94,51.81,28.91,78.11,25.04,보통,보통
2018-08-05 07,33.06,52.64,28.56,82.64,18.95,보통,보통
2018-08-05 08,32.6,53.15,29.31,77.83,18.7,보통,보통
2018-08-05 09,37.58,53.24,30.73,69.85,23.46,보통,보통
2018-08-05 10,48.78,53.63,31.54,66.86,32.91,보통,보통
2018-08-05 11,44.96,53.52,32.88,60.05,30.99,보통,보통
2018-08-05 12,44.04,53.6,33.59,56.63,30.36,보통,보통
2018-08-05 13,40.38,53.64,34.6,51.6,26.22,보통,보통
2018-08-05 14,39.33,53.69,34.6,51.58,25.29,보통,보통
2018-08-05 15,36.09,53.53,34.6,52.14,22.83,보통,보통
2018-08-05 16,36.58,53.51,34.03,54.4,25.46,보통,보통
2018-08-05 17,37.46,53.5,33.2,57.42,25.6,보통,보통
2018-08-05 18,39.05,53.32,32.32,60.7,25.84,보통,보통
2018-08-05 19,38.51,53.13,31.67,63.75,25.87,보통,보통
2018-08-05 20,40.19,53.07,30.9,67.88,26.51,보통,보통
2018-08-05 21,41.32,52.59,30.47,70.09,26.93,보통,보통
2018-08-05 22,43.17,52.27,30.22,71.52,28.87,보통,보통
2018-08-05 23,43.08,51.72,30.16,72.45,27.95,보통,보통
2018-08-06 00,44.19,50.94,30.02,73.56,29.32,보통,보통
2018-08-06 01,44.36,50.31,29.96,74.01,28.46,보통,보통
2018-08-06 02,46.3,49.83,29.91,74.67,29.45,보통,보통
2018-08-06 03,46.48,49.67,29.77,75.69,30.11,보통,보통
2018-08-06 04,46.94,50.22,29.67,76.23,30.94,보통,보통
2018-08-06 05,47.92,52.02,29.63,76.8,31.29,보통,보통
2018-08-06 06,48.77,53.34,29.83,76.44,32.25,보통,보통
2018-08-06 07,44.55,53.96,29.99,76.9,27.91,보통,보통
2018-08-06 08,25.84,54.73,29.49,80.51,14.93,좋음,좋음
2018-08-06 09,28.21,54.43,30.17,75.67,17.99,좋음,보통
2018-08-06 10,49.09,54.9,32.23,65.92,34.16,보통,보통
2018-08-06 11,45.21,54.33,33.49,58.96,32.85,보통,보통
2018-08-06 12,47.44,54.23,35.1,51.6,32.37,보통,보통
2018-08-06 13,52.55,54.67,35.95,49.11,32.91,보통,보통
2018-08-06 14,51.57,54.68,35.09,53.77,28.38,보통,보통
2018-08-06 15,52.32,54.58,35.35,52.11,30.63,보통,보통
2018-08-06 16,56.37,54.16,35.8,49.76,35.34,보통,보통
2018-08-06 17,48.91,54.05,34.0,56.0,31.28,보통,보통
2018-08-06 18,45.56,53.78,32.91,61.33,29.9,보통,보통
2018-08-06 19,44.28,53.56,32.88,59.82,30.35,보통,보통
2018-08-06 20,44.3,53.27,32.2,61.9,31.94,보통,보통
2018-08-06 21,40.53,53.12,31.67,64.9,29.22,보통,보통
2018-08-06 22,38.2,53.03,31.44,65.4,25.71,보통,보통
2018-08-06 23,37.56,52.61,30.86,63.06,23.73,보통,보통
2018-08-07 00,28.11,51.65,30.48,60.38,19.42,좋음,보통
2018-08-07 01,15.02,50.9,30.11,60.71,10.15,좋음,좋음
2018-08-07 02,8.99,50.34,29.7,61.38,3.95,좋음,좋음
2018-08-07 03,9.8,49.95,29.39,61.46,3.91,좋음,좋음
2018-08-07 04,9.97,50.4,29.1,61.98,4.87,좋음,좋음
2018-08-07 05,8.62,51.97,28.88,62.89,4.08,좋음,좋음
2018-08-07 06,11.42,53.3,29.12,62.66,4.84,좋음,좋음
2018-08-07 07,12.43,53.91,30.06,60.25,4.7,좋음,좋음
2018-08-07 08,14.82,54.12,31.07,58.41,7.32,좋음,좋음
2018-08-07 09,18.02,54.19,31.56,57.63,7.65,좋음,좋음
2018-08-07 10,22.59,54.13,32.3,56.0,9.75,좋음,좋음
2018-08-07 11,25.5,54.24,33.37,53.32,13.73,좋음,좋음
2018-08-07 12,29.54,54.13,34.41,50.4,16.71,좋음,보통
2018-08-07 13,33.91,54.09,34.82,48.84,19.87,보통,보통
2018-08-07 14,39.97,54.16,36.02,44.57,23.44,보통,보통
2018-08-07 15,44.32,54.09,36.31,44.21,29.37,보통,보통
2018-08-07 16,48.46,54.09,36.77,42.13,33.25,보통,보통
2018-08-07 17,53.46,54.05,36.34,43.45,38.43,보통,나쁨
2018-08-07 18,52.47,54.1,34.92,48.81,37.81,보통,나쁨
2018-08-07 19,47.95,53.84,33.28,53.94,35.26,보통,보통
2018-08-07 20,44.11,53.47,31.92,61.09,32.07,보통,보통
2018-08-07 21,39.2,53.21,31.36,65.34,26.73,보통,보통
2018-08-07 22,36.82,52.96,31.09,67.7,24.97,보통,보통
2018-08-07 23,36.34,52.49,30.62,70.67,24.85,보통,보통
2018-08-08 00,39.64,51.6,30.14,72.56,27.74,보통,보통
2018-08-08 01,38.54,51.13,29.67,75.41,27.91,보통,보통
2018-08-08 02,36.08,50.46,29.55,77.02,26.44,보통,보통
2018-08-08 03,36.38,50.06,29.43,76.95,25.64,보통,보통
2018-08-08 04,35.76,50.47,29.22,77.09,24.46,보통,보통
2018-08-08 05,36.05,51.82,29.12,76.72,26.69,보통,보통
2018-08-08 06,38.02,53.29,29.41,76.06,29.55,보통,보통
2018-08-08 07,40.17,54.02,30.06,74.85,32.47,보통,보통
2018-08-08 08,38.14,54.68,30.9,70.34,28.66,보통,보통
2018-08-08 09,36.54,54.42,32.35,61.49,23.53,보통,보통
2018-08-08 10,56.01,54.3,33.87,52.71,38.75,보통,나쁨
2018-08-08 11,46.93,54.23,34.91,47.62,31.8,보통,보통
2018-08-08 12,41.78,54.29,35.87,42.92,26.54,보통,보통
2018-08-08 13,41.6,54.2,35.56,44.09,25.58,보통,보통
2018-08-08 14,40.93,54.26,35.57,45.35,25.18,보통,보통
2018-08-08 15,42.19,54.21,35.85,43.17,27.54,보통,보통
2018-08-08 16,41.9,54.17,35.97,39.09,24.87,보통,보통
2018-08-08 17,38.85,54.15,35.7,40.21,21.75,보통,보통
2018-08-08 18,36.32,53.98,34.6,47.82,21.27,보통,보통
2018-08-08 19,32.57,53.81,32.9,56.83,19.9,보통,보통
2018-08-08 20,32.97,53.51,31.57,63.37,20.35,보통,보통
2018-08-08 21,34.26,53.37,30.91,66.36,21.49,보통,보통
2018-08-08 22,33.24,53.18,30.75,67.52,21.76,보통,보통
2018-08-08 23,32.09,52.69,30.66,66.68,22.69,보통,보통
2018-08-09 00,32.59,51.63,30.36,67.71,23.05,보통,보통
2018-08-09 01,30.54,51.04,29.98,70.31,22.39,좋음,보통
2018-08-09 02,29.79,50.42,29.7,72.6,22.19,좋음,보통
2018-08-09 03,32.66,50.22,29.56,73.89,24.05,보통,보통
2018-08-09 04,35.3,50.53,29.29,74.98,25.29,보통,보통
2018-08-09 05,33.48,51.85,29.14,75.8,22.82,보통,보통
2018-08-09 06,33.48,53.21,29.32,75.91,21.56,보통,보통
2018-08-09 07,36.16,53.87,29.82,72.48,21.49,보통,보통
2018-08-09 08,37.96,54.27,30.52,67.14,24.76,보통,보통
2018-08-09 09,35.88,54.28,31.76,58.42,25.62,보통,보통
2018-08-09 10,36.12,54.28,32.24,57.22,26.68,보통,보통
2018-08-09 11,37.58,54.33,32.6,57.29,27.08,보통,보통
2018-08-09 12,37.92,54.19,31.49,63.32,27.54,보통,보통
2018-08-09 13,37.63,54.33,31.35,66.42,26.17,보통,보통
2018-08-09 14,41.31,54.29,32.23,64.18,29.31,보통,보통
2018-08-09 15,40.57,54.24,33.02,61.82,30.02,보통,보통
2018-08-09 16,39.3,56.29,29.79,78.29,29.34,보통,보통
2018-08-09 17,34.99,54.81,28.61,81.79,25.61,보통,보통
2018-08-09 18,37.85,54.06,29.02,77.57,27.54,보통,보통
2018-08-09 19,29.18,53.82,29.08,75.27,21.62,좋음,보통
2018-08-09 20,28.8,53.58,29.02,76.44,21.54,좋음,보통
2018-08-09 21,29.39,53.43,28.9,77.64,21.15,좋음,보통
2018-08-09 22,32.08,53.15,28.71,77.48,22.14,보통,보통
2018-08-09 23,35.91,52.74,28.64,77.73,24.64,보통,보통
2018-08-10 00,35.97,51.84,28.47,78.37,23.79,보통,보통
2018-08-10 01,36.63,51.19,28.53,77.92,26.66,보통,보통
2018-08-10 02,37.67,50.54,28.33,78.39,28.19,보통,보통
2018-08-10 03,36.95,50.24,28.05,78.64,27.79,보통,보통
2018-08-10 04,35.3,50.57,27.71,78.7,27.47,보통,보통
2018-08-10 05,34.61,51.88,27.55,77.64,25.41,보통,보통
2018-08-10 06,34.08,53.31,27.71,75.21,23.52,보통,보통
2018-08-10 07,32.56,53.99,28.66,70.64,21.72,보통,보통
2018-08-10 08,29.65,54.33,30.31,63.85,17.81,좋음,보통
2018-08-10 09,26.42,54.4,31.68,57.99,14.95,좋음,좋음
2018-08-10 10,24.01,54.36,32.81,54.19,12.9,좋음,좋음
2018-08-10 11,23.95,54.39,33.95,49.38,15.15,좋음,좋음
2018-08-10 12,24.98,54.36,35.17,44.4,15.86,좋음,좋음
2018-08-10 13,26.36,54.32,35.82,42.07,14.84,좋음,좋음
2018-08-10 14,24.88,54.33,36.49,39.85,13.89,좋음,좋음
2018-08-10 15,27.0,54.32,36.72,40.81,16.9,좋음,보통
2018-08-10 16,25.02,54.17,37.01,39.52,15.83,좋음,좋음
2018-08-10 17,23.82,54.13,36.68,40.55,10.71,좋음,좋음
2018-08-10 18,20.94,54.03,35.18,44.13,10.16,좋음,좋음
2018-08-10 19,19.51,53.81,34.19,46.25,13.4,좋음,좋음
2018-08-10 20,20.21,53.57,33.36,49.12,13.77,좋음,좋음
2018-08-10 21,19.27,53.38,33.01,50.31,11.54,좋음,좋음
2018-08-10 22,17.32,53.32,32.44,52.39,10.04,좋음,좋음
2018-08-10 23,16.71,52.85,31.66,56.14,9.72,좋음,좋음
2018-08-11 00,16.22,51.97,30.82,60.4,7.99,좋음,좋음
2018-08-11 01,15.44,51.36,30.36,62.3,7.18,좋음,좋음
2018-08-11 02,13.5,50.94,29.86,63.89,8.83,좋음,좋음
2018-08-11 03,13.47,50.54,29.12,64.82,7.11,좋음,좋음
2018-08-11 04,12.93,50.54,28.66,64.22,5.72,좋음,좋음
2018-08-11 05,11.09,51.59,28.3,64.89,6.89,좋음,좋음
2018-08-11 06,10.99,52.64,28.3,64.93,7.69,좋음,좋음
2018-08-11 07,14.46,53.21,28.91,62.78,8.07,좋음,좋음
2018-08-11 08,15.68,53.62,29.9,59.97,8.7,좋음,좋음
2018-08-11 09,15.55,53.96,31.36,55.15,8.64,좋음,좋음
2018-08-11 10,14.32,53.93,32.55,51.23,6.72,좋음,좋음
2018-08-11 11,22.38,54.12,33.23,50.03,8.45,좋음,좋음
2018-08-11 12,24.29,54.61,34.17,46.58,10.87,좋음,좋음
2018-08-11 13,25.56,54.5,35.08,42.74,11.4,좋음,좋음
2018-08-11 14,25.65,55.24,35.99,39.1,14.02,좋음,좋음
2018-08-11 15,25.58,54.44,36.42,37.4,16.47,좋음,보통
2018-08-11 16,26.8,55.72,36.63,36.44,18.64,좋음,보통
2018-08-11 17,27.53,55.76,36.43,36.32,17.88,좋음,보통
2018-08-11 18,29.47,54.35,35.56,39.39,16.57,좋음,보통
2018-08-11 19,27.7,54.1,34.69,42.63,18.11,좋음,보통
2018-08-11 20,29.04,53.73,33.7,49.39,19.46,좋음,보통
2018-08-11 21,29.52,53.54,32.89,55.33,19.29,좋음,보통
2018-08-11 22,28.25,52.84,32.55,50.52,17.32,좋음,보통
2018-08-11 23,28.32,52.48,31.87,51.12,16.68,좋음,보통
2018-08-12 00,19.1,51.52,31.07,53.67,11.2,좋음,좋음
2018-08-12 01,16.6,50.89,30.63,55.4,9.11,좋음,좋음
2018-08-12 02,16.06,50.42,30.22,57.01,8.12,좋음,좋음
2018-08-12 03,17.3,50.12,29.84,58.61,10.98,좋음,좋음
2018-08-12 04,18.61,50.06,29.42,59.89,10.89,좋음,좋음
2018-08-12 05,18.76,50.78,29.06,61.22,8.52,좋음,좋음
2018-08-12 06,20.6,51.72,29.05,59.48,10.03,좋음,좋음
2018-08-12 07,21.32,52.26,29.56,57.31,13.28,좋음,좋음
2018-08-12 08,21.63,52.81,30.56,53.98,15.71,좋음,좋음
2018-08-12 09,18.38,53.39,31.52,51.82,12.23,좋음,좋음
2018-08-12 10,18.65,53.46,32.69,49.17,11.28,좋음,좋음
2018-08-12 11,27.14,53.47,33.54,47.31,16.42,좋음,보통
2018-08-12 12,28.8,53.49,34.41,45.04,18.03,좋음,보통
2018-08-12 13,31.21,53.45,35.5,42.29,20.52,보통,보통
2018-08-12 14,33.53,53.7,35.96,41.54,22.16,보통,보통
2018-08-12 15,34.88,53.66,35.72,42.41,25.2,보통,보통
2018-08-12 16,35.67,53.73,35.21,44.4,25.91,보통,보통
2018-08-12 17,36.06,53.78,35.0,45.3,26.88,보통,보통
2018-08-12 18,36.04,53.45,34.27,49.53,26.69,보통,보통
2018-08-12 19,39.65,54.96,30.1,73.51,28.7,보통,보통
2018-08-12 20,38.82,53.16,29.44,71.62,25.78,보통,보통
2018-08-12 21,44.02,52.91,29.68,70.11,31.67,보통,보통
2018-08-12 22,40.23,52.48,29.95,68.86,32.5,보통,보통
2018-08-12 23,37.31,52.17,29.92,70.37,27.06,보통,보통
2018-08-13 00,36.31,51.64,28.96,76.49,24.31,보통,보통
2018-08-13 01,38.82,50.68,28.73,77.24,27.9,보통,보통
2018-08-13 02,40.19,50.04,28.64,76.77,31.05,보통,보통
2018-08-13 03,40.72,49.9,28.31,77.17,33.64,보통,보통
2018-08-13 04,42.45,50.59,28.08,77.69,35.85,보통,보통
2018-08-13 05,43.61,52.05,28.05,77.72,35.37,보통,보통
2018-08-13 06,46.13,53.48,28.33,76.14,37.98,보통,나쁨
2018-08-13 07,49.2,53.98,29.23,72.94,39.14,보통,나쁨
2018-08-13 08,50.13,54.23,30.55,67.38,39.53,보통,나쁨
2018-08-13 09,51.65,54.6,32.16,60.56,39.66,보통,나쁨
2018-08-13 10,51.24,54.56,33.35,54.75,37.25,보통,나쁨
2018-08-13 11,50.12,54.43,34.55,52.84,34.12,보통,보통
2018-08-13 12,49.41,54.51,34.66,52.35,31.55,보통,보통
2018-08-13 13,53.26,54.3,35.17,49.83,34.43,보통,보통
2018-08-13 14,56.86,54.35,35.42,48.83,37.72,보통,나쁨
2018-08-13 15,58.65,54.31,35.31,48.52,42.31,보통,나쁨
2018-08-13 16,58.55,54.22,34.81,50.86,41.71,보통,나쁨
2018-08-13 17,51.03,54.1,34.74,52.89,34.81,보통,보통
2018-08-13 18,38.49,54.02,33.65,57.03,25.71,보통,보통
2018-08-13 19,38.18,53.82,32.73,58.5,24.28,보통,보통
2018-08-13 20,43.21,53.63,32.09,58.01,27.86,보통,보통
2018-08-13 21,39.79,53.45,31.79,56.61,29.76,보통,보통
2018-08-13 22,36.95,53.2,31.46,55.84,27.16,보통,보통
2018-08-13 23,34.48,52.66,31.01,57.64,24.48,보통,보통
2018-08-14 00,34.3,51.76,30.54,60.81,22.68,보통,보통
2018-08-14 01,34.46,51.06,30.08,62.15,23.14,보통,보통
2018-08-14 02,33.55,50.46,29.8,62.01,21.48,보통,보통
2018-08-14 03,33.04,50.25,29.77,61.97,18.78,보통,보통
2018-08-14 04,32.72,50.62,29.5,63.28,21.91,보통,보통
2018-08-14 05,35.16,52.04,29.54,63.83,21.08,보통,보통
2018-08-14 06,37.76,53.36,29.7,63.6,21.69,보통,보통
2018-08-14 07,38.54,53.97,30.71,61.65,23.37,보통,보통
2018-08-14 08,39.31,54.11,32.42,55.65,24.36,보통,보통
2018-08-14 09,37.95,54.25,33.64,53.81,23.01,보통,보통
2018-08-14 10,40.45,54.51,34.05,52.75,24.91,보통,보통
2018-08-14 11,42.81,54.33,34.84,49.92,26.56,보통,보통
2018-08-14 12,48.48,54.6,36.14,44.31,26.88,보통,보통
2018-08-14 13,52.65,54.34,37.14,39.66,28.71,보통,보통
2018-08-14 14,59.82,54.38,37.49,39.37,35.93,보통,보통
2018-08-14 15,61.1,54.27,37.24,39.62,41.4,보통,나쁨
2018-08-14 16,61.19,54.48,36.25,44.59,42.37,보통,나쁨
2018-08-14 17,53.16,54.77,34.92,49.83,37.3,보통,나쁨
2018-08-14 18,46.68,54.74,34.19,52.23,31.51,보통,보통
2018-08-14 19,37.45,54.13,33.55,54.31,24.98,보통,보통
2018-08-14 20,37.26,53.67,33.0,56.72,25.17,보통,보통
2018-08-14 21,36.45,53.44,32.66,54.85,24.39,보통,보통
2018-08-14 22,38.19,53.29,32.23,56.34,27.53,보통,보통
2018-08-14 23,41.18,53.01,31.93,58.05,28.21,보통,보통
2018-08-15 00,41.71,52.12,31.62,59.41,28.96,보통,보통
2018-08-15 01,43.3,51.58,31.37,60.67,32.59,보통,보통
2018-08-15 02,44.12,51.15,31.05,61.93,32.99,보통,보통
2018-08-15 03,44.52,50.87,30.77,62.85,33.76,보통,보통
2018-08-15 04,45.47,50.84,30.53,63.64,34.36,보통,보통
2018-08-15 05,44.91,51.69,30.29,64.39,32.37,보통,보통
2018-08-15 06,47.51,52.41,30.27,64.29,33.65,보통,보통
2018-08-15 07,45.09,53.06,30.97,60.4,32.17,보통,보통
2018-08-15 08,43.64,53.55,32.32,55.8,31.71,보통,보통
2018-08-15 09,43.28,54.21,34.1,50.42,30.56,보통,보통
2018-08-15 10,44.46,55.43,35.51,46.36,31.57,보통,보통
2018-08-15 11,46.62,55.76,36.58,43.23,32.36,보통,보통
2018-08-15 12,48.78,55.73,37.57,40.03,34.27,보통,보통
2018-08-15 13,51.62,55.65,37.98,37.59,36.57,보통,나쁨
2018-08-15 14,51.95,55.77,38.75,35.49,38.56,보통,나쁨
2018-08-15 15,46.57,55.56,38.25,35.69,35.17,보통,보통
2018-08-15 16,46.89,55.96,36.95,42.78,31.94,보통,보통
2018-08-15 17,47.5,56.1,34.73,48.91,29.44,보통,보통
2018-08-15 18,46.31,56.09,28.75,71.99,26.47,보통,보통
2018-08-15 19,43.14,53.95,29.31,67.25,24.82,보통,보통
2018-08-15 20,35.94,53.87,30.02,64.43,22.52,보통,보통
2018-08-15 21,26.21,53.11,30.36,63.64,19.24,좋음,보통
2018-08-15 22,27.67,52.89,30.5,63.02,19.09,좋음,보통
2018-08-15 23,30.48,52.3,30.3,63.52,21.46,좋음,보통
2018-08-16 00,31.42,51.36,30.22,63.55,22.46,보통,보통
2018-08-16 01,31.27,50.65,29.95,64.05,20.51,보통,보통
2018-08-16 02,30.11,50.18,29.8,64.0,19.75,좋음,보통
2018-08-16 03,31.54,50.03,29.78,63.82,23.87,보통,보통
2018-08-16 04,30.16,50.64,29.86,63.17,21.55,좋음,보통
2018-08-16 05,32.03,51.96,29.47,65.04,22.73,보통,보통
2018-08-16 06,32.03,53.32,29.4,65.89,24.19,보통,보통
2018-08-16 07,33.8,53.83,29.82,64.93,23.42,보통,보통
2018-08-16 08,33.82,54.08,30.97,59.73,22.38,보통,보통
2018-08-16 09,32.85,54.3,32.37,53.6,21.99,보통,보통
2018-08-16 10,30.71,54.41,33.53,48.73,20.1,좋음,보통
2018-08-16 11,29.36,54.28,34.25,45.04,17.81,좋음,보통
2018-08-16 12,28.52,54.42,34.89,41.6,15.33,좋음,좋음
2018-08-16 13,31.97,54.2,35.25,39.51,11.21,보통,좋음
2018-08-16 14,32.19,54.3,34.85,38.89,10.88,보통,좋음
2018-08-16 15,33.13,54.27,34.67,37.17,11.92,보통,좋음
2018-08-16 16,34.72,54.36,34.3,36.2,12.38,보통,좋음
2018-08-16 17,36.94,54.26,33.46,37.0,9.79,보통,좋음
2018-08-16 18,38.96,54.44,31.66,39.85,12.72,보통,좋음
2018-08-16 19,40.26,54.13,29.82,42.87,15.1,보통,좋음
2018-08-16 20,38.99,54.06,28.76,43.25,16.16,보통,보통
2018-08-16 21,40.37,53.78,27.85,42.14,17.5,보통,보통
2018-08-16 22,40.5,53.51,27.05,41.22,15.2,보통,좋음
2018-08-16 23,44.67,53.0,26.17,40.85,11.72,보통,좋음
2018-08-17 00,41.99,52.14,25.33,42.86,10.71,보통,좋음
2018-08-17 01,32.3,51.41,24.67,45.28,11.43,보통,좋음
2018-08-17 02,29.1,50.87,24.23,47.04,11.02,좋음,좋음
2018-08-17 03,26.26,50.65,23.9,49.03,10.47,좋음,좋음
2018-08-17 04,27.91,51.0,23.66,50.8,10.02,좋음,좋음
2018-08-17 05,27.84,52.12,23.48,49.98,7.43,좋음,좋음
2018-08-17 06,28.75,53.36,23.73,46.27,8.64,좋음,좋음
2018-08-17 07,30.25,53.94,24.4,44.36,13.45,좋음,좋음
2018-08-17 08,35.85,54.31,25.7,41.44,16.07,보통,보통
2018-08-17 09,37.24,54.47,27.06,37.98,10.29,보통,좋음
2018-08-17 10,37.81,54.39,28.47,35.04,9.49,보통,좋음
2018-08-17 11,34.72,54.5,29.83,31.99,11.27,보통,좋음
2018-08-17 12,35.51,54.28,31.03,30.15,14.88,보통,좋음
2018-08-17 13,36.36,54.23,32.17,28.44,11.32,보통,좋음
2018-08-17 14,36.27,54.21,33.09,26.54,11.27,보통,좋음
2018-08-17 15,33.32,54.28,33.57,26.17,13.93,보통,좋음
2018-08-17 16,32.49,54.14,33.89,25.26,14.05,보통,좋음
2018-08-17 17,32.81,53.83,33.8,25.78,14.08,보통,좋음
2018-08-17 18,31.48,53.89,32.85,27.03,16.18,보통,보통
2018-08-17 19,32.45,53.81,30.76,34.37,16.12,보통,보통
2018-08-17 20,36.61,53.73,29.11,38.26,19.97,보통,보통
2018-08-17 21,38.86,53.58,28.01,40.7,22.18,보통,보통
2018-08-17 22,36.53,53.54,27.17,42.25,23.33,보통,보통
2018-08-17 23,32.16,53.0,26.61,43.58,20.71,보통,보통
2018-08-18 00,25.98,52.22,26.08,45.12,15.69,좋음,좋음
2018-08-18 01,23.58,51.62,25.61,47.19,10.59,좋음,좋음
2018-08-18 02,24.2,51.34,25.14,48.7,10.05,좋음,좋음
2018-08-18 03,24.95,50.99,24.69,50.12,10.82,좋음,좋음
2018-08-18 04,25.31,51.03,24.29,52.07,9.46,좋음,좋음
2018-08-18 05,25.96,51.78,23.94,53.76,10.46,좋음,좋음
2018-08-18 06,28.46,52.65,23.99,53.66,11.29,좋음,좋음
2018-08-18 07,29.97,53.18,24.73,49.66,9.88,좋음,좋음
2018-08-18 08,33.29,53.84,25.79,44.6,11.87,보통,좋음
2018-08-18 09,37.27,53.94,27.04,40.41,11.17,보통,좋음
2018-08-18 10,38.93,54.01,28.34,36.79,9.91,보통,좋음
2018-08-18 11,40.18,54.19,29.46,34.33,13.34,보통,좋음
