no,연도,월,일,지점,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),1시간 최다강수량(mm),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조 시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),안개 계속시간(hr),합계 일조시간(hr),합계 일사량(MJ/m2)
1513,YB,10,22,H,19.0,16.1,118.0,23.8,1208.0,0.0,0.0,10.7,70.0,1616.0,5.5,50.0,1550.0,3.0,2613.0,12.8,56.0,1200.0,68.0,14.9,1008.4,1017.7,2044,1015.3,1431.0,1016.6,11.1,,1100.0,2.17,,,,,,,5.5,4.6,18.8,12.1,19.4,19.3,19.8,19.9,20.8,21.7,22.2,21.3,19.9,2.7,3.9,,8.0,12.27
1514,YC,5,4,G,20.2,15.0,453.0,27.4,1331.0,0.9,1.0,9.0,180.0,1419.0,4.7,200.0,1226.0,1.6,1358.0,12.9,36.0,1304.0,66.3,15.0,1007.8,1020.2,1,1013.9,1618.0,1016.3,13.7,7.7,1200.0,3.24,21.23,,,,,,7.1,2.6,25.6,8.9,,,,,,,,,,3.8,5.5,,,
1515,YC,7,5,A,25.1,21.8,2351.0,31.1,1507.0,,0.0,6.6,200.0,1619.0,5.1,200.0,1616.0,2.1,1832.0,22.4,57.0,1507.0,87.0,27.1,993.3,1010.9,2145,1007.6,1.0,1009.8,14.7,11.0,,,,,,,,,5.9,2.3,34.3,20.6,,,,,,,,,,,,1.17,,
1516,YB,9,30,A,18.9,16.7,2150.0,23.3,1356.0,,0.0,4.4,360.0,411.0,3.3,340.0,412.0,1.6,1385.0,17.2,66.0,1233.0,91.3,19.6,1011.6,1016.7,949,1015.0,409.0,1015.8,11.9,,1200.0,2.7,,,,,,,2.9,2.9,24.3,11.8,,,,,,,,,,2.7,3.8,4.25,9.6,18.27
1517,YB,6,7,E,18.5,17.2,6.0,19.9,1350.0,1.5,7.0,9.7,110.0,537.0,6.6,110.0,641.0,2.6,2210.0,17.7,87.0,36.0,95.4,20.3,996.1,1007.2,2348,999.2,859.0,1002.3,14.5,,1200.0,0.84,,,,,,,9.8,6.9,20.4,16.9,,,,,,,,,,1.1,1.6,,0.0,4.12
1518,YB,8,12,G,27.9,26.1,351.0,30.4,1245.0,0.8,1.7,12.7,160.0,1021.0,6.0,180.0,1024.0,3.5,3042.0,26.3,79.0,1247.0,91.0,34.1,992.7,1002.8,2352,999.0,250.0,1000.8,13.6,,1000.0,2.75,,,,,,,8.6,8.0,29.0,25.6,,,,,,,,,,3.0,4.3,,4.5,15.3
1519,YA,2,5,A,-8.0,-8.6,738.0,-6.0,1.0,,0.0,11.6,290.0,11.0,7.3,290.0,13.0,3.8,3255.0,-17.2,35.0,1.0,47.9,1.6,1009.4,1029.7,1128,1027.3,1730.0,1028.5,10.4,3.1,,,,,,,,,7.9,7.9,-1.9,-9.7,,,,,,,,,,,,,,
1520,YA,11,22,C,3.0,0.4,634.0,6.8,1336.0,,0.0,9.6,20.0,117.0,6.5,360.0,2355.0,3.9,3377.0,-9.8,18.0,1041.0,39.1,3.0,1017.7,1028.7,2328,1024.9,1.0,1026.4,10.0,9.2,1100.0,1.76,10.6,,,,,,0.9,0.9,1.7,-1.7,6.2,6.8,8.0,8.8,9.9,12.0,13.3,17.0,16.9,2.3,3.3,,,
1521,YB,6,25,H,21.9,18.5,145.0,26.8,1708.0,,0.0,8.2,140.0,1227.0,4.9,110.0,1106.0,2.2,1909.0,16.1,43.0,1522.0,71.3,18.3,1007.4,1016.6,1015,1013.8,1744.0,1015.4,14.5,,1200.0,3.65,,,,,,,4.1,1.0,26.4,13.9,24.9,24.5,23.9,23.3,22.9,20.8,19.0,16.3,15.9,4.4,6.3,,11.7,26.8
1522,YB,3,26,H,13.6,7.2,358.0,20.7,1546.0,,0.0,9.1,20.0,1538.0,6.3,200.0,1401.0,2.8,2438.0,1.4,19.0,1535.0,44.8,6.9,1008.7,1018.7,2207,1015.4,353.0,1017.0,12.3,,1200.0,3.19,,,,,,,0.5,0.0,14.7,0.2,12.0,11.6,11.2,10.9,11.4,11.8,12.2,14.2,16.2,5.0,7.1,,11.2,22.92
1523,YA,6,20,G,22.9,17.9,539.0,28.9,1318.0,,0.0,6.5,320.0,1659.0,3.3,50.0,735.0,1.5,1262.0,18.5,53.0,1458.0,78.6,21.3,995.9,1006.6,2311,1002.4,1737.0,1004.2,14.5,8.8,1200.0,2.87,22.69,,,,,,7.1,1.5,26.6,16.2,,,,,,,,,,3.8,5.4,,,
1524,YC,5,6,D,16.5,10.8,539.0,23.5,1432.0,,0.0,11.8,320.0,1542.0,6.5,320.0,1512.0,2.6,2275.0,0.9,13.0,1403.0,39.5,6.8,1008.5,1017.6,808,1014.5,1536.0,1016.6,13.8,11.7,1300.0,3.39,27.62,,,,,,3.0,1.1,25.2,4.1,22.4,22.5,22.1,21.7,19.4,16.6,14.3,12.8,14.4,6.1,8.7,,,
1525,YB,5,26,E,25.5,18.7,541.0,33.5,1400.0,,0.0,7.5,180.0,1524.0,5.2,250.0,1736.0,1.8,1541.0,8.0,15.0,1413.0,37.3,11.1,1008.8,1017.5,708,1012.7,1609.0,1014.9,14.3,,1200.0,3.43,,,,,,,6.3,2.4,31.1,14.0,,,,,,,,,,6.8,9.7,,10.3,26.41
1526,YA,2,6,H,-5.1,-8.9,646.0,0.5,1515.0,,0.0,13.4,270.0,1222.0,6.1,320.0,1226.0,3.6,3078.0,-21.3,17.0,1515.0,27.6,1.1,1014.2,1024.8,2357,1020.7,1602.0,1023.2,10.6,10.3,1200.0,2.41,15.35,,,,,,0.0,0.0,-0.6,-10.3,0.5,0.9,2.0,3.0,3.5,7.5,10.3,15.6,17.7,2.2,3.1,,,
1527,YC,6,5,B,24.2,16.4,536.0,30.3,1655.0,0.0,0.0,7.9,90.0,2334.0,4.0,70.0,2338.0,1.9,1611.0,6.1,18.0,1435.0,33.3,9.4,1004.5,1015.6,833,1012.6,1723.0,1014.3,14.7,12.9,1200.0,3.05,26.62,,,,,,4.9,0.0,32.8,11.7,27.0,25.5,23.9,22.9,22.5,19.7,17.8,13.9,13.4,6.8,9.7,,,
1528,YB,3,21,H,15.6,10.6,2353.0,21.0,1524.0,,5.7,19.7,230.0,114.0,12.7,250.0,106.0,5.3,4537.0,8.2,35.0,2342.0,63.9,11.7,996.7,1012.2,2349,1000.9,611.0,1004.9,12.2,,1200.0,2.86,,,,,,,7.8,2.5,16.8,9.2,14.7,14.2,13.2,12.3,11.4,11.3,11.9,14.3,16.3,3.7,5.2,,8.3,18.48
1529,YA,2,24,C,1.3,-0.9,2355.0,4.6,1511.0,,0.0,8.6,20.0,353.0,5.7,20.0,358.0,3.0,2608.0,-6.6,20.0,1409.0,58.3,3.9,1019.1,1029.5,949,1023.4,4.0,1027.7,11.2,7.5,1300.0,2.36,13.24,,,,,,6.4,1.3,2.5,-2.5,-0.1,-0.2,-0.1,0.1,0.5,2.2,4.2,9.2,13.8,2.1,2.9,1.18,,
1530,YC,3,1,A,3.1,-0.3,2359.0,6.1,54.0,,6.6,12.5,200.0,1156.0,10.5,230.0,1202.0,4.0,3463.0,1.3,61.0,2338.0,88.6,6.8,997.9,1019.8,10,1012.6,1545.0,1015.9,11.4,0.0,,,,,,,,,9.9,6.8,3.1,-1.4,,,,,,,,,,,,9.5,,
1531,YC,10,1,F,18.2,12.8,523.0,22.7,1326.0,1.8,5.3,5.9,230.0,2313.0,3.4,230.0,2320.0,0.8,724.0,14.8,54.0,1038.0,81.4,17.3,1008.2,1022.5,3,1013.9,2346.0,1018.0,11.8,0.3,,,,,,,,,8.9,4.5,17.4,8.5,,,,,,,,,,,,,,
1532,YC,1,19,B,-1.2,-4.9,741.0,4.7,1505.0,,0.0,7.0,270.0,1736.0,4.6,270.0,1640.0,1.6,1356.0,-9.5,33.0,1318.0,55.4,3.0,1012.8,1029.5,10,1018.3,2358.0,1023.7,10.0,8.1,1200.0,1.35,8.08,,,,,,6.3,1.8,-0.9,-9.2,-0.7,-0.3,0.6,1.4,2.5,5.6,8.7,14.2,16.8,1.1,1.6,,,
1533,YA,12,22,C,5.6,3.3,808.0,9.6,1322.0,,0.0,6.7,20.0,2233.0,4.2,20.0,2233.0,2.7,2372.0,-1.3,42.0,209.0,61.5,5.6,1014.7,1024.7,951,1022.1,1356.0,1023.3,9.6,7.8,1200.0,1.59,8.84,,,,,,4.8,3.4,3.6,1.4,3.7,3.5,3.8,3.8,4.4,6.0,8.6,14.2,16.2,1.6,2.3,,,
1534,YC,1,31,D,-4.2,-9.0,613.0,1.5,1426.0,,0.0,5.4,360.0,1819.0,2.5,340.0,1826.0,1.2,1008.0,-10.6,34.0,1541.0,63.6,2.8,1020.5,1032.0,858,1026.9,1503.0,1029.4,10.4,7.9,1300.0,2.29,13.67,,,,,,3.8,1.8,-0.5,-11.9,0.6,0.6,1.1,2.0,3.6,5.6,8.1,13.6,17.1,1.3,1.8,,,
1535,YC,8,22,B,27.3,23.4,610.0,31.5,1634.0,,0.0,6.3,200.0,1513.0,3.7,230.0,1516.0,1.9,1605.0,21.1,49.0,1714.0,70.6,25.1,1001.9,1013.8,2122,1009.0,229.0,1011.6,13.4,9.5,1100.0,2.17,16.45,,,,,,4.4,2.8,29.0,21.0,27.3,26.7,25.4,25.6,25.6,25.3,25.2,22.8,17.5,3.3,4.8,,,
1536,YC,11,14,G,10.8,6.8,2357.0,16.0,1322.0,,0.0,8.3,50.0,1721.0,4.3,20.0,1524.0,1.2,1061.0,1.1,26.0,1539.0,54.9,7.0,1011.2,1021.6,2256,1018.3,342.0,1019.9,10.4,8.6,1200.0,2.1,12.87,,,,,,3.4,2.1,10.8,-1.5,,,,,,,,,,2.4,3.4,,,
1537,YA,8,24,G,25.4,23.6,2345.0,29.2,1518.0,4.3,11.3,10.0,230.0,437.0,5.6,200.0,257.0,3.1,2652.0,23.9,71.0,1720.0,92.1,29.8,991.8,1008.2,2353,984.4,1.0,999.9,13.2,4.4,1200.0,2.59,14.32,,,,,,7.3,5.8,26.6,21.2,,,,,,,,,,2.5,3.6,,,
1538,YC,11,17,I,2.0,-4.5,330.0,5.3,1526.0,,0.0,10.3,340.0,2038.0,5.2,360.0,2030.0,1.5,1269.0,-7.3,33.0,840.0,51.4,3.6,1014.2,1025.1,2,1016.8,1459.0,1020.1,10.1,0.0,,,,,,,,,,,1.9,-10.8,,,,,,,,,,,,,,
1539,YC,12,6,D,1.5,-4.7,4.0,7.0,1441.0,,2.5,6.5,180.0,1457.0,3.9,180.0,1506.0,1.0,868.0,-2.0,54.0,1455.0,78.6,5.4,1014.8,1025.5,1006,1022.3,2217.0,1023.5,9.8,5.6,1200.0,1.95,8.79,3.3,755.0,3.3,755.0,3.3,5.3,4.9,2.0,-8.1,2.4,2.3,4.2,5.3,7.8,11.4,14.2,18.5,19.1,1.0,1.4,,,
1540,YC,4,4,F,16.0,8.4,556.0,23.4,1443.0,,0.0,8.7,180.0,1558.0,5.7,180.0,1600.0,2.4,2080.0,-0.6,14.0,1445.0,34.3,5.9,1013.1,1025.5,919,1020.2,1535.0,1022.8,12.7,11.0,,,,,,,,,3.4,0.0,12.8,3.5,,,,,,,,,,,,,,
1541,YB,5,24,C,22.2,17.2,116.0,28.3,1507.0,,0.0,7.0,250.0,1313.0,4.4,270.0,1320.0,2.3,1977.0,13.4,39.0,1039.0,59.0,15.4,1002.7,1012.2,2225,1009.1,1545.0,1010.6,14.4,,1200.0,3.24,,,,,,,1.0,0.0,25.4,11.0,20.8,20.2,19.7,18.9,17.9,15.8,13.9,11.4,11.7,5.4,7.7,,12.4,26.25
1542,YA,11,14,G,10.0,4.2,642.0,16.5,1531.0,,0.0,3.9,340.0,1754.0,2.2,230.0,1455.0,0.6,528.0,5.1,43.0,1612.0,74.5,8.8,1014.3,1025.0,2356,1021.2,1.0,1023.1,10.4,9.3,1200.0,2.21,13.47,,,,,,0.0,0.0,9.2,0.1,,,,,,,,,,1.9,2.8,,,
1543,YB,1,25,G,0.9,-1.9,601.0,5.8,1211.0,,0.0,10.8,270.0,1902.0,3.7,320.0,1758.0,1.6,1406.0,-7.2,46.0,1557.0,55.1,3.6,1015.9,1026.5,2358,1022.7,1457.0,1025.0,10.3,,1000.0,1.38,,,,,,,6.5,4.6,0.4,-5.6,,,,,,,,,,1.5,2.1,,5.4,9.34
1544,YA,4,20,C,15.7,10.9,554.0,22.3,1545.0,,0.0,5.7,250.0,1357.0,3.8,340.0,1559.0,1.7,1476.0,6.7,33.0,1243.0,57.1,9.8,1011.4,1021.4,1009,1017.8,1828.0,1019.6,13.3,11.4,1200.0,3.1,23.39,,,,,,0.0,0.0,16.1,4.2,13.0,12.8,12.4,11.6,11.0,9.8,9.2,9.2,11.5,4.5,6.4,,,
1545,YB,10,7,A,15.4,14.2,1004.0,17.4,1541.0,0.7,2.2,9.5,320.0,2353.0,6.2,290.0,2354.0,2.0,1756.0,11.8,55.0,1623.0,80.0,13.9,1012.8,1020.3,37,1015.2,1703.0,1017.1,11.6,,1500.0,1.47,,,,,,,7.5,5.1,17.3,9.8,,,,,,,,,,2.4,3.4,,2.4,7.89
1546,YB,10,22,B,18.1,13.3,700.0,24.4,1431.0,,0.0,6.3,50.0,1141.0,3.3,70.0,1142.0,1.6,1403.0,8.8,35.0,1346.0,56.1,11.3,1007.5,1019.1,849,1015.9,1419.0,1017.6,11.0,,1200.0,2.15,,,,,,,4.4,0.6,18.3,8.1,17.9,18.0,17.8,18.6,18.7,19.7,20.6,20.0,17.8,2.7,3.9,,9.1,13.66
1547,YB,5,23,D,23.0,16.0,512.0,29.8,1600.0,,0.0,8.0,160.0,748.0,4.4,110.0,1006.0,2.0,1736.0,11.6,26.0,1638.0,50.6,13.7,1001.1,1010.6,2337,1007.5,1714.0,1009.0,14.3,,1200.0,3.77,,,,,,,0.3,0.0,28.2,10.5,24.9,23.3,22.5,21.9,20.1,17.9,16.2,13.8,14.6,5.9,8.5,,13.3,31.08
1548,YA,4,24,G,14.0,12.4,2349.0,16.4,1419.0,2.6,11.0,7.3,70.0,2141.0,4.0,50.0,2142.0,1.8,1585.0,13.8,98.0,1403.0,99.0,15.8,1000.0,1011.4,2355,1007.0,1415.0,1008.6,13.4,0.0,1300.0,0.89,6.12,,,,,,10.0,5.6,15.4,11.4,,,,,,,,,,1.0,1.5,,,
1549,YB,1,12,F,4.8,4.2,555.0,6.0,140.0,,7.1,7.3,340.0,1432.0,4.6,340.0,1436.0,2.6,2237.0,4.2,75.0,1.0,96.0,8.2,1010.5,1022.0,2146,1018.9,1409.0,1020.8,10.0,,,,,,,,,,9.8,7.8,4.3,2.1,,,,,,,,,,,,,0.0,
1550,YC,12,8,C,-3.2,-5.5,742.0,-1.5,2357.0,,0.0,11.6,360.0,724.0,7.8,360.0,708.0,3.8,3272.0,-12.6,36.0,1330.0,48.1,2.3,1015.5,1025.9,940,1022.3,2359.0,1024.2,9.7,9.2,1200.0,1.11,6.39,,,,,,2.6,1.6,-1.4,-7.8,2.5,2.7,3.8,4.7,5.6,8.5,10.5,16.1,17.1,1.0,1.5,,,
1551,YB,3,31,E,6.7,4.5,2346.0,11.1,1401.0,,0.0,10.8,320.0,1216.0,6.7,290.0,1407.0,4.4,3810.0,-6.5,26.0,1402.0,39.6,3.8,1012.0,1022.5,2311,1014.2,2.0,1018.6,12.5,,1200.0,3.35,,,,,,,5.0,4.9,9.4,2.1,,,,,,,,,,3.7,5.3,,6.0,16.11
1552,YB,12,21,I,-1.6,-7.0,332.0,2.0,1856.0,,0.5,3.9,340.0,1040.0,2.6,340.0,1040.0,1.1,967.0,-4.6,51.0,1000.0,80.8,4.5,1021.2,1031.5,14,1024.5,2348.0,1027.3,9.6,,,,,,,,,,7.3,5.8,-1.6,-13.2,,,,,,,,,,,,,0.4,
1553,YA,10,21,H,16.2,11.3,634.0,22.2,1138.0,,0.0,6.2,110.0,1142.0,3.5,140.0,1146.0,0.5,459.0,7.8,31.0,1036.0,58.8,10.6,1014.7,1024.7,1,1021.3,1612.0,1022.9,11.1,10.4,1200.0,2.72,18.06,,,,,,0.0,0.0,19.0,2.9,17.7,17.5,18.2,18.5,19.7,21.0,21.8,21.2,19.5,3.1,4.4,,,
1554,YC,4,12,H,13.7,11.5,2335.0,17.7,1033.0,,0.0,11.8,320.0,523.0,7.3,360.0,444.0,3.8,3296.0,2.5,28.0,2356.0,48.1,7.6,1004.4,1016.4,2357,1006.8,18.0,1012.7,13.0,11.3,1200.0,3.22,24.0,,,,,,4.5,0.5,16.5,8.3,15.4,14.9,14.6,14.3,14.2,13.2,12.9,14.0,15.9,4.5,6.4,,,
1555,YB,4,24,G,18.0,16.1,2331.0,20.9,1356.0,,0.0,4.8,320.0,1732.0,2.8,230.0,1326.0,1.1,962.0,16.7,83.0,1154.0,92.6,19.0,998.3,1008.5,34,1005.3,1558.0,1006.7,13.4,,1100.0,1.24,,,,,,,9.4,7.3,18.1,14.8,,,,,,,,,,1.1,1.6,,0.0,7.08
1556,YC,6,9,I,19.1,15.9,240.0,22.6,1112.0,0.5,0.5,12.2,230.0,1256.0,7.5,230.0,1333.0,4.1,3527.0,15.7,63.0,1101.0,80.9,17.8,1001.2,1009.3,1,1004.4,1634.0,1006.6,14.7,5.6,,,,,,,,,,,20.3,12.4,,,,,,,,,,,,,,
1557,YB,5,30,A,18.1,13.5,420.0,22.0,1222.0,0.0,0.0,17.1,250.0,1738.0,10.6,250.0,1741.0,4.1,3543.0,11.3,43.0,1926.0,65.5,13.5,1003.7,1009.4,2242,1006.6,1533.0,1007.9,14.6,,1000.0,2.35,,,,,,,8.6,1.5,22.6,8.6,,,,,,,,,,3.9,5.6,,3.7,16.29
1558,YB,5,19,B,19.4,17.9,542.0,21.6,1.0,4.2,22.0,6.4,110.0,27.0,2.7,110.0,31.0,1.2,994.0,18.1,55.0,1.0,93.0,20.9,998.8,1012.4,3,1004.7,2359.0,1008.7,14.3,,1300.0,1.1,,,,,,,10.0,8.0,20.4,16.6,20.8,20.8,20.3,19.6,19.3,16.5,14.8,12.3,13.0,1.2,1.7,,0.0,5.22
1559,YB,6,12,F,18.1,15.3,2342.0,21.8,1434.0,,0.0,5.9,70.0,1328.0,4.4,90.0,1350.0,,,14.2,61.0,1610.0,78.9,16.2,1001.5,1012.7,2209,1010.2,1727.0,1011.2,14.5,,,,,,,,,,3.3,3.3,21.3,10.0,,,,,,,,,,,,,11.2,
1560,YC,3,26,G,7.0,3.1,731.0,12.1,1240.0,,0.0,7.1,320.0,1653.0,3.4,250.0,1346.0,0.9,819.0,2.2,40.0,1152.0,75.3,7.2,1010.4,1020.8,2143,1017.2,1424.0,1019.3,12.4,5.2,1100.0,2.91,16.51,,,,,,6.5,6.5,7.6,-0.1,,,,,,,,,,2.2,3.2,,,
1561,YB,7,7,D,25.3,21.1,534.0,30.2,1524.0,,0.0,11.9,20.0,1019.0,6.7,20.0,1020.0,3.2,2755.0,16.3,42.0,1348.0,58.9,18.5,999.6,1008.7,2322,1006.3,1220.0,1007.6,14.6,,1300.0,3.0,,,,,,,6.4,3.1,32.0,16.6,30.3,29.3,29.3,28.8,26.4,23.1,20.9,17.1,15.3,5.5,7.9,,7.9,23.4
1562,YA,3,31,E,15.2,6.0,608.0,24.0,1631.0,,0.0,5.9,290.0,1614.0,3.7,290.0,1615.0,1.6,1346.0,3.4,28.0,1550.0,48.8,7.8,1013.7,1025.5,1,1016.0,1712.0,1020.1,12.5,10.2,1200.0,2.84,20.1,,,,,,0.3,0.3,18.1,2.5,,,,,,,,,,3.8,5.4,,,
1563,YA,4,20,G,19.3,9.6,509.0,30.2,1425.0,,0.0,7.7,270.0,1630.0,4.5,230.0,1727.0,1.3,1151.0,7.9,24.0,1432.0,51.1,10.7,1011.3,1021.4,741,1017.6,1607.0,1019.8,13.2,11.8,1200.0,3.44,26.78,,,,,,0.0,0.0,21.4,3.3,,,,,,,,,,5.2,7.4,,,
1564,YA,2,5,H,-4.4,-8.0,557.0,1.5,1435.0,,0.0,14.5,270.0,1645.0,8.3,290.0,1726.0,4.1,3541.0,-19.6,19.0,1427.0,30.0,1.3,1015.0,1026.2,38,1021.4,1508.0,1024.0,10.6,10.2,1200.0,2.35,14.71,,,,,,0.0,0.0,-2.0,-9.5,0.9,1.2,2.4,3.3,3.8,7.5,10.6,15.8,17.7,2.4,3.4,,,
1565,YB,6,3,A,16.3,14.1,235.0,19.3,1037.0,1.3,1.3,17.5,180.0,1354.0,11.0,160.0,1524.0,4.5,3901.0,14.9,72.0,1624.0,91.9,16.9,1001.7,1009.8,858,1002.2,1336.0,1005.9,14.7,,1300.0,2.74,,,,,,,8.0,6.4,19.8,12.7,,,,,,,,,,2.0,2.8,,4.2,15.81
1566,YB,12,25,B,2.0,-2.7,539.0,6.6,1453.0,,0.0,5.3,270.0,1557.0,3.2,270.0,1600.0,1.0,885.0,-5.2,34.0,1330.0,60.8,4.2,1013.1,1026.9,1022,1021.0,2319.0,1023.8,9.6,,1100.0,1.42,,,,,,,5.9,4.5,1.5,-6.9,1.6,2.5,3.4,4.3,5.0,7.9,10.6,16.0,17.3,0.8,1.1,,3.3,6.64
1567,YB,12,20,D,0.9,-2.3,2355.0,5.5,1444.0,,0.2,5.2,340.0,1525.0,2.5,250.0,1348.0,1.1,912.0,-3.9,50.0,1446.0,70.9,4.6,1021.0,1032.2,2200,1028.4,208.0,1030.0,9.7,,1200.0,1.63,,,,,,,5.3,4.4,2.6,-8.6,3.2,3.5,5.0,5.7,7.1,10.0,12.4,17.2,18.5,1.0,1.4,,4.9,8.51
1568,YA,3,20,D,5.9,2.8,2344.0,10.3,1253.0,,0.0,14.7,110.0,1253.0,8.8,90.0,1330.0,5.7,4890.0,-3.1,41.0,1255.0,52.5,4.9,1013.9,1024.2,945,1020.9,9.0,1022.5,12.1,3.5,1200.0,3.14,15.09,,,,,,9.3,5.4,7.1,2.6,8.1,8.2,9.0,9.1,9.3,8.9,8.8,10.9,15.4,2.5,3.5,,,
1569,YC,7,31,A,23.5,21.9,447.0,25.4,1232.0,,0.0,10.5,90.0,2220.0,8.1,90.0,2223.0,4.3,3728.0,22.6,78.0,222.0,95.1,27.5,991.3,1009.7,2319,1006.4,219.0,1007.8,14.1,0.2,,,,,,,,,9.9,7.3,24.9,21.6,,,,,,,,,,,,4.42,,
1570,YB,5,23,H,19.3,16.2,145.0,26.1,1428.0,,0.0,9.6,270.0,827.0,7.1,270.0,831.0,3.5,3039.0,13.7,39.0,1424.0,71.4,15.7,1000.9,1010.5,2221,1007.5,1436.0,1009.0,14.2,,1200.0,3.69,,,,,,,0.8,0.0,22.5,10.3,21.5,21.1,20.5,19.9,19.5,17.9,16.3,14.8,15.6,5.2,7.4,,12.6,29.59
1571,YC,1,2,C,5.7,2.4,2352.0,8.7,1306.0,,0.2,6.8,340.0,2049.0,5.0,340.0,2054.0,3.3,2839.0,2.9,66.0,1313.0,82.9,7.5,1013.9,1024.6,1,1021.1,1400.0,1022.7,9.7,3.0,1200.0,1.19,4.85,,,,,,6.6,6.3,3.9,0.2,3.6,3.5,3.6,3.6,4.2,6.4,8.7,13.6,16.2,0.8,1.1,,,
1572,YA,6,26,G,25.7,23.5,1.0,27.7,1201.0,,0.0,8.6,200.0,1250.0,5.6,200.0,1247.0,3.0,2549.0,24.4,66.0,1.0,92.8,30.6,998.5,1011.1,1,1004.8,2206.0,1006.7,14.5,0.0,1100.0,0.72,4.69,,,,,,9.8,7.1,26.8,21.8,,,,,,,,,,0.9,1.4,,,
1573,YA,8,16,I,28.5,23.0,2358.0,33.4,1142.0,,0.0,10.2,50.0,1446.0,5.4,50.0,1543.0,3.6,3118.0,19.9,49.0,1517.0,60.5,23.6,1004.0,1013.0,2322,1006.4,1.0,1009.4,13.6,10.0,,,,,,,,,4.3,1.9,36.6,20.2,,,,,,,,,,,,,,
1574,YB,11,1,I,13.0,7.4,2321.0,19.8,1526.0,,0.0,5.4,360.0,1314.0,3.5,290.0,137.0,1.4,1231.0,1.6,18.0,1514.0,51.6,7.2,1016.3,1023.3,847,1020.0,10.0,1022.1,10.6,,,,,,,,,,4.0,0.0,14.0,0.7,,,,,,,,,,,,,9.6,
1575,YB,11,16,G,13.4,7.4,540.0,20.2,1356.0,,0.0,6.2,250.0,1216.0,3.3,230.0,1217.0,0.6,492.0,9.4,50.0,1357.0,79.5,11.9,1011.7,1022.0,2105,1018.4,1449.0,1020.4,10.3,,1100.0,2.26,,,,,,,3.5,2.8,12.3,4.9,,,,,,,,,,1.7,2.4,,6.2,11.41
1576,YC,12,10,B,1.1,-2.5,2359.0,6.7,1441.0,,4.1,14.2,320.0,1640.0,6.3,320.0,1644.0,2.0,1763.0,-4.6,39.0,2356.0,67.9,4.6,1004.0,1020.3,2345,1009.3,1445.0,1014.7,9.6,2.6,1300.0,0.65,2.08,4.3,940.0,4.3,940.0,4.3,7.0,4.8,-0.2,-5.5,0.8,1.7,2.9,3.8,5.4,9.4,12.7,17.8,18.4,1.0,1.4,,,
1577,YB,2,21,I,1.3,-4.6,657.0,7.7,1416.0,,0.0,5.3,230.0,1611.0,4.1,230.0,1617.0,1.5,1268.0,-5.2,37.0,1501.0,63.9,4.2,1021.1,1028.9,1054,1025.6,2359.0,1027.2,11.0,,,,,,,,,,0.2,,2.1,-8.5,,,,,,,,,,,,,9.6,
1578,YB,7,6,E,24.0,19.8,524.0,29.1,1357.0,,0.0,10.3,90.0,1652.0,7.3,110.0,1700.0,3.9,3371.0,17.4,40.0,1539.0,69.5,20.0,999.5,1008.3,2227,1003.8,1.0,1005.7,14.5,,1200.0,3.46,,,,,,,0.8,0.8,30.3,17.8,,,,,,,,,,6.3,9.0,,13.4,28.23
1579,YC,9,8,I,22.5,17.7,621.0,27.9,1429.0,,0.0,6.7,270.0,1258.0,4.3,230.0,1546.0,1.8,1514.0,17.8,38.0,1413.0,77.0,20.4,1006.1,1012.8,2400,1009.7,3.0,1011.5,12.7,9.3,,,,,,,,,,,28.1,15.5,,,,,,,,,,,,,,
1580,YB,11,17,G,16.2,10.8,153.0,20.1,2258.0,,0.7,13.5,180.0,1119.0,7.5,160.0,1226.0,2.6,2277.0,13.8,69.0,1239.0,86.3,15.9,1008.5,1022.0,39,1012.1,2359.0,1017.1,10.3,,1200.0,1.7,,,,,,,9.3,5.6,14.2,7.9,,,,,,,,,,1.2,1.8,,1.0,5.63
